Maximum_humidity_,Average_humidity_,Minimum_humidity_,Precipitation_mm,Average_temperature_C,Maximum_temperature_C,Minimum_temperature_C,Heating_Degree_Days_Base_20_C,Heating_Degree_Days_base_18_C,Cooling_Degree_Days_Base_21_C,Average_speed_ms,Gust_speed_ms,Stay_time_min,Calm_duration_min,Ava_date
96.0,79.0,51.0,0.2,16.5,22.4,12.4,2.6,0.0,0.0,1.6,6.6,630.0,10.0,0.0
95.0,78.0,52.0,0.0,15.3,21.0,10.9,4.1,0.0,0.0,1.1,6.2,390.0,20.0,0.0
94.0,71.0,46.0,0.0,14.2,20.9,10.1,4.5,0.0,0.0,1.4,6.9,440.0,170.0,0.0
96.0,88.0,64.0,18.2,10.6,14.7,6.8,9.3,7.3,0.0,0.7,7.8,440.0,340.0,0.0
90.0,72.0,40.0,2.2,9.9,16.4,6.0,8.8,6.8,0.0,1.2,8.0,300.0,80.0,0.0
79.0,62.0,47.0,0.0,9.7,12.9,6.4,10.4,8.4,0.0,1.4,9.9,530.0,10.0,0.0
65.0,44.0,20.0,0.0,16.5,23.4,10.5,3.1,0.0,0.0,1.3,7.4,240.0,50.0,0.0
63.0,50.0,30.0,0.0,15.2,20.8,10.3,4.5,0.0,0.0,1.0,4.7,600.0,120.0,0.0
97.0,65.0,34.0,0.0,17.4,24.0,13.1,1.5,0.0,0.0,1.2,7.0,390.0,20.0,0.0
97.0,87.0,66.0,5.0,15.2,19.4,12.0,4.3,0.0,0.0,1.0,4.2,440.0,160.0,0.0
85.0,64.0,40.0,0.0,18.4,25.5,13.0,0.8,0.0,0.0,1.8,6.5,790.0,40.0,0.0
96.0,64.0,42.0,0.0,19.0,25.4,14.1,0.3,0.0,0.0,1.6,4.9,610.0,10.0,0.0
96.0,68.0,40.0,0.0,18.5,24.3,14.9,0.4,0.0,0.0,1.2,5.0,670.0,70.0,0.0
84.0,54.0,35.0,0.2,18.2,24.2,13.9,1.0,0.0,0.0,1.3,8.6,430.0,0.0,0.0
49.0,34.0,15.0,0.0,19.3,26.4,12.3,0.7,0.0,0.0,1.1,6.6,310.0,70.0,0.0
97.0,56.0,25.0,0.0,20.8,28.9,15.9,0.0,0.0,0.0,1.5,7.8,400.0,50.0,0.0
82.0,48.0,21.0,0.0,19.9,26.1,16.5,0.0,0.0,0.0,1.6,14.1,400.0,30.0,0.0
70.0,45.0,32.0,0.2,14.4,17.6,8.8,6.8,4.8,0.0,1.7,11.2,390.0,20.0,0.0
58.0,40.0,23.0,0.0,11.9,19.8,5.2,7.5,5.5,0.0,1.4,9.3,210.0,20.0,0.0
51.0,40.0,27.0,0.0,9.7,13.9,6.2,10.0,8.0,0.0,2.3,19.2,400.0,0.0,0.0
58.0,37.0,11.0,0.0,11.3,19.3,4.9,7.9,5.9,0.0,1.3,8.2,460.0,30.0,0.0
69.0,49.0,31.0,0.0,11.9,19.3,6.5,7.1,5.1,0.0,1.6,5.2,640.0,30.0,0.0
93.0,66.0,42.0,0.0,11.4,18.0,6.4,7.8,5.8,0.0,1.5,5.7,680.0,50.0,0.0
96.0,76.0,42.0,0.0,12.3,19.7,7.0,6.7,4.7,0.0,1.6,6.8,560.0,20.0,0.0
95.0,41.0,15.0,0.0,15.6,23.7,8.1,4.1,0.0,0.0,1.5,8.0,410.0,10.0,0.0
96.0,61.0,27.0,0.0,13.6,20.3,8.8,5.5,3.5,0.0,1.4,6.4,330.0,30.0,0.0
98.0,66.0,36.0,1.6,14.3,21.9,10.1,4.0,0.0,0.0,1.0,6.3,440.0,230.0,0.0
98.0,95.0,84.0,15.8,10.8,13.1,9.1,8.9,6.9,0.0,0.5,3.8,440.0,440.0,0.0
98.0,63.0,27.0,13.4,11.3,18.3,6.5,7.6,5.6,0.0,1.1,7.9,220.0,100.0,0.0
64.0,51.0,30.0,0.0,10.6,18.2,5.5,8.2,6.2,0.0,1.6,8.0,400.0,10.0,0.0
79.0,55.0,32.0,0.0,11.8,18.8,6.9,7.2,5.2,0.0,1.5,7.4,290.0,20.0,0.0
94.0,67.0,35.0,0.0,12.8,20.6,7.3,6.1,4.1,0.0,1.6,5.1,790.0,70.0,0.0
94.0,60.0,37.0,0.0,14.9,21.3,9.2,4.8,0.0,0.0,1.3,8.4,360.0,40.0,0.0
71.0,45.0,23.0,0.0,12.1,16.9,6.9,8.1,6.1,0.0,1.5,11.7,290.0,0.0,0.0
77.0,58.0,36.0,0.0,12.0,19.0,6.3,7.4,5.4,0.0,1.2,6.5,720.0,90.0,0.0
55.0,36.0,20.0,0.0,17.2,24.0,12.0,2.0,0.0,0.0,1.3,8.5,320.0,0.0,0.0
89.0,54.0,28.0,0.8,14.8,21.8,10.2,4.0,0.0,0.0,1.2,7.6,340.0,20.0,0.0
91.0,74.0,46.0,1.4,13.3,19.7,10.0,5.2,3.2,0.0,1.2,4.7,550.0,50.0,0.0
89.0,74.0,59.0,0.8,11.6,16.1,7.8,8.1,6.1,0.0,0.8,7.1,440.0,200.0,0.0
95.0,58.0,28.0,0.0,11.0,18.7,5.5,7.9,5.9,0.0,1.2,6.8,440.0,220.0,0.0
97.0,82.0,55.0,0.0,10.8,16.6,6.5,8.5,6.5,0.0,1.2,5.0,440.0,170.0,0.0
96.0,75.0,36.0,0.0,11.7,18.6,7.6,6.9,4.9,0.0,1.2,5.6,440.0,330.0,0.0
86.0,59.0,30.0,0.0,11.6,19.0,7.3,6.9,4.9,0.0,1.8,7.2,440.0,40.0,0.0
86.0,61.0,33.0,0.0,11.4,18.2,7.4,7.2,5.2,0.0,1.3,7.6,440.0,170.0,0.0
95.0,82.0,51.0,6.2,8.2,10.7,5.1,12.1,10.1,0.0,0.8,10.1,440.0,250.0,0.0
63.0,53.0,40.0,0.0,7.7,11.8,5.1,11.6,9.6,0.0,1.7,11.8,720.0,10.0,0.0
67.0,51.0,34.0,0.0,6.5,12.3,2.9,12.4,10.4,0.0,1.1,7.7,380.0,50.0,0.0
67.0,52.0,24.0,0.0,6.0,13.2,2.3,12.3,10.3,0.0,1.5,7.9,320.0,30.0,0.0
85.0,53.0,27.0,0.0,6.0,13.5,1.7,12.4,10.4,0.0,1.2,7.5,310.0,40.0,0.0
75.0,54.0,31.0,0.0,8.4,15.9,3.3,10.4,8.4,0.0,1.7,6.2,810.0,30.0,0.0
96.0,76.0,51.0,0.6,7.8,13.1,4.5,11.2,9.2,0.0,1.0,4.8,550.0,60.0,0.0
95.0,79.0,48.0,0.0,8.5,15.1,4.8,10.1,8.1,0.0,1.2,6.5,440.0,170.0,0.0
97.0,81.0,56.0,0.0,9.1,14.9,4.9,10.1,8.1,0.0,1.2,5.0,450.0,130.0,0.0
98.0,93.0,74.0,0.0,8.8,12.7,7.9,9.7,7.7,0.0,0.7,2.8,440.0,190.0,0.0
98.0,95.0,85.0,27.4,7.9,10.6,4.6,12.4,10.4,0.0,1.4,5.9,410.0,10.0,0.0
96.0,78.0,47.0,0.0,9.7,16.5,5.1,9.2,7.2,0.0,1.4,6.2,730.0,20.0,0.0
95.0,78.0,51.0,0.0,10.9,18.1,6.6,7.7,5.7,0.0,1.2,5.3,440.0,190.0,0.0
97.0,84.0,60.0,0.0,10.7,16.7,7.0,8.2,6.2,0.0,1.2,5.1,440.0,160.0,0.0
98.0,93.0,80.0,0.2,9.9,12.6,7.2,10.1,8.1,0.0,0.4,2.9,440.0,580.0,0.0
99.0,98.0,96.0,0.0,6.9,8.8,5.3,13.0,11.0,0.0,0.5,2.6,440.0,450.0,0.0
99.0,94.0,77.0,0.2,5.4,7.2,3.9,14.5,12.5,0.0,0.6,2.9,440.0,270.0,0.0
97.0,78.0,55.0,0.0,4.6,8.1,2.4,14.8,12.8,0.0,1.4,7.3,440.0,40.0,0.0
89.0,62.0,31.0,0.0,5.5,12.9,2.1,12.5,10.5,0.0,1.5,5.5,830.0,20.0,0.0
87.0,68.0,34.0,0.0,5.7,13.0,1.7,12.7,10.7,0.0,1.4,4.9,770.0,20.0,0.0
88.0,64.0,35.0,0.0,7.2,15.0,3.6,10.7,8.7,0.0,1.4,4.1,850.0,20.0,0.0
95.0,73.0,44.0,0.0,6.9,13.9,3.0,11.6,9.6,0.0,1.5,5.4,480.0,40.0,0.0
84.0,49.0,29.0,0.0,5.0,8.6,1.6,14.9,12.9,0.0,1.1,8.3,330.0,20.0,0.0
96.0,69.0,45.0,0.2,2.2,5.1,0.4,17.3,15.3,0.0,1.4,7.3,440.0,40.0,0.0
96.0,71.0,36.0,0.0,3.0,10.2,-0.1,15.0,13.0,0.0,1.1,6.9,390.0,40.0,0.0
56.0,33.0,16.0,0.0,6.1,10.8,2.0,13.6,11.6,0.0,1.5,13.1,230.0,30.0,0.0
52.0,43.0,25.0,0.0,3.2,5.6,-1.1,17.8,15.8,0.0,2.1,19.1,350.0,0.0,0.0
65.0,36.0,16.0,0.0,2.5,10.2,-0.7,15.3,13.3,0.0,1.1,4.1,660.0,40.0,0.0
87.0,60.0,34.0,0.0,2.4,10.1,-1.1,15.5,13.5,0.0,1.0,4.1,640.0,90.0,0.0
89.0,71.0,41.0,0.0,3.1,9.2,-0.8,15.8,13.8,0.0,0.9,3.3,510.0,100.0,0.0
95.0,81.0,58.0,8.4,3.6,8.3,0.3,15.7,13.7,0.0,1.4,7.3,440.0,40.0,0.0
95.0,68.0,45.0,0.0,1.3,4.7,-0.9,18.1,16.1,0.0,1.5,10.3,520.0,20.0,0.0
83.0,65.0,33.0,0.0,1.9,10.0,-2.4,16.2,14.2,0.0,1.5,6.5,950.0,10.0,0.0
79.0,50.0,27.0,0.0,4.0,10.2,-0.9,15.4,13.4,0.0,0.9,5.8,440.0,170.0,0.0
74.0,49.0,25.0,0.0,9.1,16.5,3.2,10.5,8.5,0.0,1.2,7.6,390.0,40.0,0.0
80.0,60.0,34.0,0.0,6.1,13.4,2.4,12.1,10.1,0.0,1.3,4.8,810.0,20.0,0.0
96.0,80.0,57.0,3.6,2.8,6.3,0.5,16.6,14.6,0.0,0.9,5.6,520.0,10.0,0.0
98.0,97.0,95.0,12.8,1.1,2.9,-0.3,18.7,16.7,0.0,1.4,7.3,440.0,40.0,0.0
98.0,98.0,97.0,5.0,3.9,5.1,2.7,16.1,14.1,0.0,0.4,2.4,440.0,490.0,0.0
98.0,82.0,62.0,1.0,6.1,9.8,3.5,13.4,11.4,0.0,0.9,7.6,330.0,100.0,1.0
73.0,44.0,23.0,0.0,9.2,14.4,4.7,10.5,8.5,0.0,1.2,8.8,160.0,40.0,1.0
60.0,47.0,32.0,0.0,10.1,17.2,6.9,8.0,6.0,0.0,1.1,7.3,540.0,60.0,1.0
56.0,41.0,26.0,0.0,11.1,17.8,7.9,7.2,5.2,0.0,1.2,5.8,760.0,50.0,0.0
66.0,41.0,18.0,0.0,10.0,15.7,7.1,8.6,6.6,0.0,1.2,9.2,300.0,40.0,1.0
96.0,69.0,38.0,0.2,4.0,9.4,0.2,15.2,13.2,0.0,1.3,8.8,370.0,40.0,0.0
85.0,63.0,30.0,0.0,-0.4,3.0,-2.6,19.8,17.8,0.0,1.2,7.6,320.0,70.0,1.0
96.0,88.0,73.0,0.2,-0.3,2.9,-2.1,19.6,17.6,0.0,1.4,7.3,440.0,40.0,0.0
97.0,87.0,56.0,0.8,0.7,2.7,-1.0,19.2,17.2,0.0,1.4,7.3,440.0,40.0,0.0
79.0,52.0,26.0,0.0,1.6,5.9,-1.6,17.9,15.9,0.0,1.6,10.9,310.0,40.0,0.0
91.0,62.0,37.0,5.4,9.9,14.3,1.1,12.3,10.3,0.0,3.3,15.0,730.0,0.0,1.0
95.0,65.0,36.0,0.0,8.3,13.7,3.7,11.3,9.3,0.0,1.5,11.9,460.0,40.0,0.0
98.0,89.0,73.0,0.0,4.4,7.0,3.1,15.0,13.0,0.0,0.6,4.2,440.0,160.0,0.0
98.0,97.0,96.0,42.4,2.8,4.2,0.9,17.5,15.5,0.0,1.4,7.3,440.0,40.0,0.0
98.0,80.0,55.0,1.2,1.5,3.9,-0.3,18.2,16.2,0.0,1.3,11.5,340.0,0.0,0.0
95.0,86.0,59.0,0.0,1.8,7.1,-0.8,16.9,14.9,0.0,1.4,7.3,440.0,40.0,0.0
97.0,86.0,57.0,2.2,0.8,3.1,-1.8,19.4,17.4,0.0,1.4,7.3,440.0,40.0,1.0
77.0,65.0,54.0,0.0,-0.1,3.9,-2.1,19.1,17.1,0.0,1.4,7.3,440.0,40.0,1.0
96.0,90.0,74.0,3.8,-1.0,-0.1,-1.7,20.9,18.9,0.0,1.4,7.3,440.0,40.0,0.0
97.0,95.0,92.0,3.6,-1.0,0.7,-3.2,21.3,19.3,0.0,1.4,7.3,440.0,40.0,0.0
93.0,65.0,41.0,0.0,0.5,5.2,-3.1,19.0,17.0,0.0,1.7,8.9,530.0,0.0,0.0
64.0,53.0,39.0,0.0,-0.7,2.2,-4.1,21.0,19.0,0.0,1.7,10.3,450.0,10.0,0.0
61.0,48.0,34.0,0.0,-3.2,0.9,-5.2,22.2,20.2,0.0,2.2,11.0,720.0,10.0,1.0
89.0,59.0,29.0,1.4,-4.0,1.9,-6.7,22.4,20.4,0.0,1.4,7.3,440.0,40.0,1.0
90.0,49.0,37.0,0.0,-6.7,-3.5,-10.9,27.2,25.2,0.0,2.0,13.1,600.0,10.0,0.0
86.0,55.0,26.0,0.2,-6.6,-1.8,-10.5,26.2,24.2,0.0,1.4,7.3,440.0,40.0,1.0
86.0,79.0,57.0,0.0,-5.5,0.8,-8.7,24.0,22.0,0.0,1.4,7.3,440.0,40.0,0.0
73.0,45.0,19.0,0.0,-4.1,-0.1,-6.4,23.3,21.3,0.0,1.9,11.6,490.0,10.0,1.0
90.0,63.0,30.0,10.8,-5.4,-3.5,-6.7,25.1,23.1,0.0,1.4,7.3,440.0,40.0,1.0
93.0,86.0,67.0,7.8,-4.1,-1.1,-5.9,23.5,21.5,0.0,1.4,7.3,440.0,40.0,1.0
73.0,52.0,35.0,0.0,-5.4,-0.7,-8.3,24.5,22.5,0.0,1.1,8.0,570.0,90.0,0.0
68.0,45.0,31.0,0.0,-7.2,-1.7,-9.4,25.6,23.6,0.0,1.1,8.3,620.0,90.0,0.0
47.0,30.0,14.0,0.0,-5.5,0.4,-9.9,24.8,22.8,0.0,1.0,6.9,570.0,100.0,0.0
88.0,59.0,21.0,2.8,-4.9,-1.9,-7.6,24.8,22.8,0.0,0.8,6.9,360.0,50.0,1.0
97.0,88.0,72.0,6.8,-3.3,4.7,-6.9,21.1,19.1,0.0,0.9,3.9,480.0,70.0,1.0
96.0,87.0,63.0,1.0,3.3,7.7,0.7,15.8,13.8,0.0,1.1,6.0,450.0,60.0,1.0
97.0,82.0,39.0,0.2,5.1,8.8,0.7,15.3,13.3,0.0,1.1,8.9,340.0,70.0,0.0
62.0,33.0,14.0,0.0,3.2,8.4,-1.4,16.5,14.5,0.0,3.8,17.8,700.0,0.0,1.0
45.0,31.0,22.0,0.0,1.4,5.2,-2.4,18.6,16.6,0.0,3.5,17.5,550.0,10.0,1.0
43.0,31.0,18.0,0.0,6.2,10.6,1.2,14.1,12.1,0.0,2.5,13.5,450.0,0.0,1.0
33.0,18.0,10.0,0.0,3.9,7.7,-2.0,17.2,15.2,0.0,2.7,14.2,550.0,10.0,1.0
61.0,28.0,12.0,0.0,-3.0,1.7,-8.1,23.2,21.2,0.0,1.8,11.0,410.0,20.0,0.0
64.0,40.0,27.0,0.0,-6.8,-3.2,-9.7,26.5,24.5,0.0,1.4,10.2,410.0,20.0,1.0
46.0,40.0,33.0,0.0,-8.0,-5.0,-10.1,27.6,25.6,0.0,1.5,12.5,280.0,20.0,0.0
62.0,34.0,15.0,0.0,-5.6,-2.1,-8.5,25.3,23.3,0.0,1.9,14.4,360.0,20.0,1.0
83.0,64.0,40.0,1.4,-7.6,-3.9,-9.8,26.9,24.9,0.0,1.4,7.3,440.0,40.0,0.0
48.0,37.0,26.0,0.0,-8.2,-4.2,-10.2,27.2,25.2,0.0,1.6,10.3,400.0,10.0,1.0
89.0,68.0,38.0,0.0,-8.3,-5.2,-10.3,27.8,25.8,0.0,0.6,4.1,440.0,220.0,1.0
92.0,69.0,42.0,0.0,0.5,3.4,-5.2,20.9,18.9,0.0,1.1,6.6,550.0,70.0,0.0
92.0,81.0,63.0,6.0,-3.6,-0.5,-6.2,23.4,21.4,0.0,1.4,7.3,440.0,40.0,1.0
95.0,93.0,90.0,6.2,-1.6,0.4,-3.5,21.6,19.6,0.0,1.4,7.3,440.0,40.0,1.0
96.0,96.0,95.0,13.6,-0.1,0.9,-1.0,20.1,18.1,0.0,1.4,7.3,440.0,40.0,1.0
97.0,72.0,51.0,0.2,0.6,3.3,-4.1,20.4,18.4,0.0,1.0,10.2,250.0,20.0,0.0
71.0,54.0,47.0,0.0,-4.0,-2.2,-5.0,23.6,21.6,0.0,1.3,5.8,640.0,0.0,1.0
78.0,49.0,20.0,0.0,-5.6,-1.9,-9.9,25.9,23.9,0.0,1.2,10.0,430.0,30.0,1.0
79.0,51.0,29.0,0.0,-6.5,-0.6,-9.7,25.2,23.2,0.0,0.7,3.8,440.0,190.0,0.0
64.0,58.0,48.0,0.0,0.5,6.6,-5.7,19.6,17.6,0.0,1.8,14.4,340.0,80.0,1.0
60.0,47.0,36.0,0.0,2.5,7.1,-1.6,17.3,15.3,0.0,1.0,7.5,740.0,10.0,1.0
77.0,58.0,36.0,0.0,-0.4,7.1,-3.4,18.2,16.2,0.0,0.8,2.5,860.0,80.0,1.0
68.0,53.0,37.0,0.0,0.4,6.0,-2.8,18.4,16.4,0.0,1.1,2.5,1000.0,100.0,1.0
66.0,52.0,39.0,0.0,0.7,6.3,-2.5,18.1,16.1,0.0,1.1,4.6,670.0,50.0,1.0
88.0,48.0,25.0,0.0,-1.2,6.7,-8.0,20.7,18.7,0.0,1.2,6.5,710.0,20.0,1.0
87.0,77.0,45.0,0.0,-6.7,1.1,-9.4,24.2,22.2,0.0,0.9,3.1,920.0,90.0,1.0
86.0,78.0,53.0,0.0,-7.5,-1.2,-10.1,25.7,23.7,0.0,0.9,3.5,730.0,60.0,1.0
90.0,82.0,57.0,0.0,-7.3,-0.2,-10.6,25.4,23.4,0.0,0.9,3.7,750.0,60.0,1.0
95.0,84.0,69.0,0.0,-5.4,2.6,-10.1,23.8,21.8,0.0,0.7,4.0,440.0,160.0,0.0
95.0,91.0,82.0,0.2,-1.2,3.1,-4.2,20.6,18.6,0.0,1.4,7.3,440.0,40.0,1.0
96.0,93.0,70.0,0.4,0.2,6.9,-1.3,17.2,15.2,0.0,1.0,4.4,400.0,50.0,0.0
95.0,94.0,84.0,11.4,-0.5,2.2,-1.8,19.8,17.8,0.0,1.4,7.3,440.0,40.0,1.0
96.0,90.0,74.0,0.2,0.2,3.5,-1.3,18.9,16.9,0.0,1.4,7.3,440.0,40.0,1.0
85.0,71.0,47.0,0.0,-0.4,2.7,-3.0,20.2,18.2,0.0,1.4,9.7,270.0,50.0,1.0
63.0,47.0,23.0,0.0,5.1,10.3,-0.8,15.3,13.3,0.0,1.9,11.8,450.0,20.0,0.0
66.0,47.0,32.0,0.0,8.5,11.3,5.4,11.7,9.7,0.0,1.6,14.7,270.0,20.0,1.0
37.0,23.0,14.0,0.0,8.9,14.0,5.9,10.1,8.1,0.0,1.4,7.6,410.0,100.0,1.0
43.0,26.0,8.0,0.0,8.0,13.3,4.2,11.3,9.3,0.0,2.4,15.3,370.0,0.0,1.0
46.0,38.0,26.0,0.0,5.6,13.1,2.5,12.2,10.2,0.0,1.2,3.0,440.0,40.0,0.0
44.0,34.0,25.0,0.0,5.9,12.2,2.6,12.6,10.6,0.0,1.3,7.7,700.0,10.0,1.0
52.0,39.0,29.0,0.0,5.4,11.6,2.6,12.9,10.9,0.0,1.1,8.2,320.0,70.0,0.0
48.0,31.0,17.0,0.0,1.6,5.3,-4.3,19.5,17.5,0.0,1.5,9.9,330.0,0.0,0.0
68.0,42.0,23.0,0.0,-5.3,-0.6,-7.8,24.2,22.2,0.0,1.4,8.4,240.0,40.0,1.0
63.0,43.0,24.0,0.0,-6.8,-1.4,-9.4,25.4,23.4,0.0,1.1,4.8,640.0,10.0,0.0
58.0,43.0,24.0,0.0,-6.8,1.5,-10.1,24.3,22.3,0.0,1.4,5.1,970.0,40.0,1.0
54.0,41.0,27.0,0.0,-4.1,3.3,-6.6,21.7,19.7,0.0,1.4,2.9,440.0,40.0,1.0
46.0,30.0,17.0,0.0,-1.5,5.5,-5.1,19.8,17.8,0.0,1.3,6.2,760.0,20.0,1.0
49.0,34.0,23.0,0.0,-1.7,4.1,-4.5,20.2,18.2,0.0,1.4,7.4,400.0,40.0,1.0
66.0,43.0,24.0,0.0,-2.4,4.2,-7.1,21.5,19.5,0.0,1.6,10.7,420.0,20.0,0.0
79.0,61.0,41.0,0.0,-4.9,0.8,-7.5,23.4,21.4,0.0,1.2,4.8,900.0,60.0,1.0
90.0,78.0,68.0,0.0,-4.9,-2.1,-7.2,24.7,22.7,0.0,1.4,7.3,440.0,40.0,1.0
91.0,86.0,70.0,1.2,-5.0,-2.0,-6.0,24.0,22.0,0.0,1.4,7.3,440.0,40.0,0.0
92.0,89.0,82.0,5.0,-4.3,-1.8,-6.1,24.0,22.0,0.0,1.4,7.3,440.0,40.0,1.0
94.0,91.0,79.0,2.2,-1.8,2.2,-4.2,21.0,19.0,0.0,1.4,7.3,440.0,40.0,0.0
89.0,69.0,38.0,0.0,-1.2,7.8,-4.6,18.4,16.4,0.0,1.3,3.2,970.0,110.0,0.0
39.0,29.0,15.0,0.0,0.8,8.6,-2.4,16.9,14.9,0.0,1.5,4.8,790.0,30.0,1.0
38.0,23.0,14.0,0.0,3.7,11.6,-0.9,14.7,12.7,0.0,1.6,10.0,450.0,20.0,1.0
39.0,26.0,17.0,0.0,5.8,11.5,2.1,13.2,11.2,0.0,1.5,7.7,170.0,10.0,1.0
42.0,23.0,9.0,0.0,9.3,17.0,4.9,9.1,7.1,0.0,1.4,8.1,320.0,0.0,0.0
20.0,15.0,10.0,0.0,10.4,18.6,6.6,7.4,5.4,0.0,1.3,4.4,860.0,90.0,1.0
27.0,18.0,10.0,0.0,9.7,17.5,5.5,8.5,6.5,0.0,1.5,4.2,1070.0,70.0,0.0
28.0,19.0,9.0,0.0,7.2,13.8,3.3,11.5,9.5,0.0,1.2,8.2,560.0,50.0,1.0
31.0,23.0,12.0,0.0,6.1,14.3,2.6,11.6,9.6,0.0,1.5,4.4,970.0,40.0,0.0
38.0,23.0,13.0,0.0,5.6,14.3,2.9,11.4,9.4,0.0,1.3,4.4,730.0,40.0,1.0
43.0,33.0,23.0,0.0,6.2,13.2,2.6,12.1,10.1,0.0,1.3,6.6,390.0,0.0,1.0
70.0,40.0,21.0,0.0,5.7,14.0,-0.7,13.4,11.4,0.0,1.1,4.3,460.0,60.0,1.0
91.0,74.0,39.0,0.0,0.7,8.0,-3.1,17.6,15.6,0.0,1.4,7.3,440.0,40.0,1.0
95.0,90.0,74.0,0.0,0.8,3.6,-0.4,18.4,16.4,0.0,1.4,7.3,440.0,40.0,1.0
95.0,92.0,86.0,9.6,-0.5,0.8,-1.6,20.4,18.4,0.0,1.4,7.3,440.0,40.0,1.0
95.0,92.0,84.0,2.6,-1.4,1.0,-4.5,21.8,19.8,0.0,1.4,7.3,440.0,40.0,1.0
93.0,84.0,67.0,0.4,-2.1,1.9,-5.7,21.9,19.9,0.0,1.4,7.3,440.0,40.0,0.0
94.0,59.0,29.0,0.0,0.2,7.5,-4.4,18.5,16.5,0.0,1.3,8.8,350.0,40.0,1.0
55.0,36.0,11.0,0.0,2.6,11.0,-3.0,16.0,14.0,0.0,1.2,6.3,440.0,20.0,0.0
93.0,66.0,47.0,0.8,0.4,4.5,-2.8,19.2,17.2,0.0,1.2,8.8,440.0,80.0,1.0
55.0,42.0,29.0,0.0,-0.2,3.9,-4.2,20.2,18.2,0.0,1.5,11.6,400.0,40.0,0.0
60.0,45.0,35.0,0.0,-1.0,4.1,-6.0,21.0,19.0,0.0,1.5,11.1,380.0,50.0,1.0
67.0,37.0,20.0,0.0,-1.3,3.9,-4.5,20.3,18.3,0.0,1.8,11.8,410.0,10.0,1.0
77.0,47.0,24.0,0.0,2.8,7.9,-3.7,17.9,15.9,0.0,2.3,13.1,450.0,10.0,1.0
85.0,41.0,26.0,0.0,4.8,10.1,-3.5,16.7,14.7,0.0,1.7,9.3,410.0,30.0,0.0
96.0,73.0,40.0,0.0,0.6,8.4,-4.0,17.8,15.8,0.0,1.4,12.7,350.0,60.0,1.0
91.0,60.0,39.0,0.0,-0.4,4.1,-5.2,20.6,18.6,0.0,1.9,10.1,550.0,20.0,0.0
94.0,85.0,47.0,0.4,-2.6,0.9,-4.5,21.8,19.8,0.0,1.4,7.3,440.0,40.0,1.0
95.0,84.0,53.0,5.6,-1.4,4.0,-3.4,19.7,17.7,0.0,1.4,7.3,440.0,40.0,0.0
93.0,82.0,59.0,0.0,-2.9,2.8,-6.6,21.9,19.9,0.0,1.4,7.3,440.0,40.0,0.0
91.0,80.0,42.0,0.4,-3.5,3.1,-6.9,21.9,19.9,0.0,1.4,7.3,440.0,40.0,0.0
94.0,89.0,77.0,5.0,-2.0,2.9,-4.1,20.6,18.6,0.0,1.4,7.3,440.0,40.0,0.0
81.0,50.0,17.0,0.0,1.4,10.9,-4.0,16.6,14.6,0.0,1.4,5.9,880.0,50.0,1.0
47.0,33.0,14.0,0.0,4.9,13.6,-0.3,13.4,11.4,0.0,1.3,4.8,860.0,50.0,1.0
93.0,80.0,33.0,0.0,-2.2,1.8,-4.4,21.3,19.3,0.0,0.9,2.8,470.0,0.0,0.0
91.0,76.0,48.0,0.0,-2.8,4.4,-6.0,20.8,18.8,0.0,1.4,7.3,440.0,40.0,0.0
72.0,49.0,29.0,0.0,2.0,10.5,-3.2,16.4,14.4,0.0,1.2,7.7,350.0,50.0,0.0
45.0,33.0,17.0,0.0,6.0,12.6,1.7,12.9,10.9,0.0,1.5,8.5,250.0,50.0,0.0
89.0,51.0,27.0,0.0,4.5,12.4,1.0,13.3,11.3,0.0,1.2,4.0,320.0,10.0,0.0
96.0,88.0,75.0,0.6,0.7,2.8,-1.2,19.2,17.2,0.0,1.4,7.3,440.0,40.0,0.0
95.0,89.0,75.0,1.8,-0.8,1.1,-1.6,20.3,18.3,0.0,1.4,7.3,440.0,40.0,0.0
96.0,87.0,59.0,0.0,1.4,6.9,-1.5,17.3,15.3,0.0,1.4,7.3,440.0,40.0,0.0
97.0,97.0,95.0,2.8,1.3,3.2,0.4,18.2,16.2,0.0,1.4,7.3,440.0,40.0,0.0
98.0,96.0,95.0,11.8,1.8,4.7,-0.3,17.8,15.8,0.0,1.4,7.3,440.0,40.0,0.0
96.0,70.0,43.0,1.4,4.4,10.1,0.7,14.6,12.6,0.0,1.4,7.3,440.0,40.0,1.0
63.0,46.0,28.0,0.0,5.4,10.1,1.4,14.3,12.3,0.0,1.9,12.8,650.0,30.0,0.0
68.0,50.0,36.0,0.0,5.0,9.3,-0.5,15.6,13.6,0.0,1.6,9.6,410.0,30.0,1.0
90.0,71.0,44.0,0.0,2.2,8.3,-1.1,16.4,14.4,0.0,1.2,5.6,650.0,60.0,0.0
86.0,62.0,23.0,0.0,1.0,7.4,-2.9,17.8,15.8,0.0,1.5,8.7,440.0,40.0,0.0
91.0,63.0,30.0,0.0,2.1,9.4,-3.0,16.8,14.8,0.0,1.6,9.6,500.0,0.0,1.0
62.0,36.0,18.0,0.0,6.7,14.4,0.5,12.6,10.6,0.0,1.5,7.2,940.0,20.0,0.0
69.0,43.0,23.0,0.0,8.2,16.4,3.7,10.0,8.0,0.0,1.4,6.0,770.0,60.0,0.0
64.0,43.0,20.0,0.0,7.6,15.7,3.4,10.5,8.5,0.0,1.5,8.6,440.0,40.0,0.0
