Maximum_humidity_,Average_humidity_,Minimum_humidity_,Precipitation_mm,Average_temperature_C,Maximum_temperature_C,Minimum_temperature_C,Heating_Degree_Days_Base_20_C,Heating_Degree_Days_base_18_C,Cooling_Degree_Days_Base_21_C,Average_speed_ms,Gust_speed_ms,Stay_time_min,Calm_duration_min,Ava_date
78.37074915504645,57.248785472870416,36.687803631782394,0.06243927364352073,2.9897468751897325,7.621452322863328,-0.028790582562589595,16.25366912984963,14.253669129849632,0.0,1.5185374577523225,7.954154940701465,530.0,16.878036317823963,1.0
73.98425708700432,55.84257087004323,36.84257087004323,0.0,5.233879765418156,10.33230547411859,2.4181368524224798,13.673991691079681,11.673991691079681,0.0,1.295277126101297,5.801574291299567,530.0,20.0,1.0
73.914251090424,55.84565196276322,36.81135239893282,0.0,5.202246243083371,10.351980610637446,2.40910615584945,13.668599127660793,11.668599127660793,0.0,1.2982850218084803,5.853164323937114,530.0,20.0,1.0
94.74980990492723,71.58301650821205,45.416983491787946,0.0,-1.124486743303529,6.80022811408732,-5.766185092482324,19.532978489197504,17.532978489197504,0.0,1.250190095072767,8.850950475363835,590.8339669835759,0.0,1.0
94.82463400847621,70.53079251059528,47.17536599152378,2.8246340084762163,1.0744270843189998,4.591963683471378,-2.3307925105952707,18.919414413561945,16.919414413561945,0.0,2.9407622468214187,17.72750633537853,607.0615850211906,0.0,1.0
54.83730806952293,29.471647920545223,10.943295841090443,0.0,10.374774816884141,16.242236430788726,6.983730806952293,8.38701638112949,6.38701638112949,0.0,1.960148410925032,13.579544500311657,190.0,23.820880198636946,1.0
56.07148795679333,27.79586746560572,8.12231324161525,0.0,10.263306027515425,16.12557892143228,6.629628316315902,8.62239638112591,6.62239638112591,0.0,2.2071487956793328,16.434710844798094,190.0,32.652891552019064,1.0
87.97672856420985,56.069814307370464,32.58145002526554,0.20465428715803086,2.416290005053108,7.179055707788861,-1.5348399797875683,17.227892135999355,15.227892135999353,0.0,2.195345712841969,14.958077828628891,510.0,25.11635717895077,1.0
88.98930767829127,53.03207696512619,29.037423125980553,0.002138464341745783,1.7074846251961102,8.090376910462144,-4.370061499215559,18.189842294376707,16.189842294376707,0.0,2.397861535658254,18.95776532925052,510.0,20.053461608543646,1.0
69.32255118243958,45.93841374385814,25.938413743858145,0.0,0.22640715755183738,5.831103792992992,-3.967434216833978,19.11816521192049,17.11816521192049,0.0,1.6246345024567423,13.123172512283713,410.0,30.61586256141856,1.0
63.97778143266737,41.68147904488842,22.511109283666315,0.0,3.7896285940775796,11.487406737344315,-2.2185209551115777,15.41555710888363,13.41555710888363,0.0,1.7511109283666317,12.220738700094053,410.0,44.148151193889476,1.0
62.621014597135996,47.011674776186666,29.42568450761066,0.0,5.1195330089525335,11.152761638764268,0.4562640716202676,14.225370397045866,12.225370397045866,0.0,1.8390660179050669,12.827391241718402,410.0,35.976650447626675,1.0
79.43762556967287,55.87525113934574,34.0,0.0,1.5922283101436832,5.77198173422194,-2.0437625569672875,18.185890411372675,16.185890411372675,0.0,1.4,9.443762556967286,253.90593607581783,40.0,1.0
80.30671669612235,58.44537335689788,33.44537335689788,0.0,2.210925328620424,7.224790994697976,-1.9989478418754825,17.433612007069367,15.433612007069364,0.0,1.386134333922447,9.565335834806117,250.0,40.0,1.0
98.0,68.70181088270625,40.46825567854279,4.1231264663731775,-1.7724500790632196,2.4870732173739443,-5.025624511208941,21.319275646917497,19.319275646917497,0.0,1.089342208166539,7.767797570456447,227.23355520416348,43.61677760208173,1.0
98.73300361962835,77.0,40.39802171777012,3.0437587362367715,3.518911944773566,7.213102533739848,-1.720395656445976,17.266996380371648,15.266996380371646,0.0,1.5266996380371647,9.289370319047503,232.66996380371646,35.339927607432934,1.0
98.6761253975883,77.0,40.05675238552974,3.692170467493491,3.331213812041358,7.173287778311804,-1.7886495228940515,17.32387460241171,15.32387460241171,0.0,1.532387460241171,9.75577173977602,233.2387460241171,36.4774920482342,1.0
84.93809690661152,57.96904845330576,38.076532399940916,0.027687098665878863,-3.432414477349483,-0.22312901334121138,-5.577040280017726,22.943162872012998,20.943162872012998,0.0,2.6723129013341214,14.649353181351847,571.3843549332939,1.384354933293943,1.0
91.1037623524983,61.05188117624915,44.68260252053389,0.11576803360711851,-1.6267553110540707,0.6576803360711851,-3.595219243839834,21.489827445482543,19.489827445482543,0.0,2.5842319663928817,12.579451210232715,575.788401680356,5.788401680355926,1.0
72.74927928489943,54.722062063310986,39.41690690503352,0.0,-0.8108868886353786,2.632164662947396,-4.035958960145436,20.723422924390405,18.723422924390405,0.0,2.8708453452516762,14.844412412662198,570.0,0.0,1.0
94.26317842411724,60.263178424117235,31.947286303531058,0.02631784241172358,-3.8736821575882763,2.8,-7.526317842411723,22.41315892120586,20.41315892120586,0.0,1.4,7.3,440.0,40.0,1.0
97.13738297512694,83.82959575786788,56.28006385736012,4.470280859695341,-1.3120255429440477,1.5017127545686462,-4.380187239796895,21.470280859695343,19.470280859695343,0.0,1.1274765950253882,6.603302126700517,236.20872341624354,36.20872341624353,1.0
97.1144578309783,83.91365461974623,62.771084338043394,4.673895583115847,-3.0911646591666027,0.1289156619566052,-5.159839357753585,22.56546184789849,20.56546184789849,0.0,1.0114457830978303,6.6343373492934905,232.57028112681132,32.57028112681132,1.0
95.38147294128181,86.76294588256363,69.94821646974549,5.7155350590763545,-4.428883764769089,-2.4092635293590927,-6.014441882384545,24.261852705871817,22.261852705871817,0.0,0.8381472941281815,5.062945882563628,221.44418823845444,27.629458825636288,1.0
80.23776489050827,56.03620081150535,31.064581227996104,0.0733854693000974,-0.9524470218983445,4.794323916701851,-5.025832491198441,20.115754287248294,18.115754287248294,0.0,1.410078203950146,11.698726037353847,300.0,40.0,1.0
94.75428181860633,63.93857045465158,24.59214431802263,1.3262845455818968,1.6692852273257905,6.496072159011314,-2.2491436362787356,17.9,15.9,0.0,1.6938570454651583,14.635144999766522,304.6928522732579,30.614295453484193,1.0
91.88611872466085,59.01246573902621,26.886118724660843,0.11138812753391579,1.8202831072625896,7.598753426097379,-3.310141553631295,17.855694063766958,15.855694063766958,0.0,1.6,14.130255698483557,295.5694063766958,40.0,1.0
95.02340931744847,69.55267096425905,44.54096630553482,2.912875124596658,2.963715557954872,8.62951684723259,-0.8351139761727038,16.128091180938164,14.128091180938164,0.0,1.2,8.701170465872424,175.05852329362116,54.94147670637883,1.0
91.83372820298013,64.52850170546357,45.41686410149006,0.900236921788077,1.9665087188079484,5.608432050745033,-0.7863414517384082,17.638954700496686,15.638954700496688,0.0,1.1138954700496688,7.680641110645695,171.3895470049669,41.38954700496688,1.0
98.0,72.0,39.46116690125391,0.92233380250782,-0.10873267648905194,4.146116690125391,-2.078149225862097,19.016016267868356,17.016016267868356,0.0,1.192233380250782,9.368450492633212,290.7766619749218,10.0,1.0
95.18020462409054,72.93993179196983,46.51945433575858,0.0,0.6678499423336097,3.160068208030178,-1.9081227744543197,19.42402728321207,17.42402728321207,0.0,1.5699658959849114,16.201433873349526,300.0,10.0,1.0
63.52001881798163,42.47197365482572,20.495996236403673,0.0,2.43918983828992,8.27998118201837,-4.37998118201837,18.1,16.1,0.0,2.9455958600440413,20.41356575127343,590.0,5.040037635963261,1.0
99.79680277272357,75.4412076249898,46.28880970453248,0.4571937613719772,0.7997159102327407,4.411474385234779,-1.7171224954512085,18.70028408976726,16.70028408976726,0.0,0.9152397920457326,6.140639445455287,300.50799306819107,70.0,1.0
80.17619386448756,56.671680981309244,36.331327607476304,1.504512883178318,4.3179202453273104,8.851955582710604,0.20090257663566358,15.51521251542032,13.51521251542032,0.0,1.0334336196261849,6.650150429439277,318.32831901869076,61.671680981309244,1.0
92.01325545122587,64.27513735476835,31.912706032152514,5.738118096457538,3.9354670062123622,8.801874964195955,0.14154531275193483,15.528289861526055,13.528289861526055,0.0,1.2,7.15370192583108,313.6243132261583,70.0,1.0
79.5908129953643,56.36358578703384,36.454565685186466,1.227227208330456,4.24089644675846,8.731798456943197,0.14544544166609108,15.604560121760187,13.604560121760187,0.0,1.0272717157406768,6.640907573611015,318.63641421296614,61.36358578703384,1.0
92.55974686319554,62.660379705206694,41.00943044218997,0.0,3.5707531916156507,7.289936715798885,0.6056582653139777,16.052202509443568,14.052202509443568,0.0,2.1889936715798886,13.099056955781004,671.1006328420111,1.1006328420111522,1.0
98.55028305205809,74.0256132794592,51.25047175343015,3.1451603961662493,3.722485847397096,6.659962259725588,-1.4826368084947419,17.457589633151727,15.457589633151727,0.0,2.4775141526029043,16.145160396166247,670.0,0.0,1.0
94.36835648491711,64.89493054524867,35.63164351508289,0.5053148120663133,-2.4422731392155184,2.32608334570159,-5.847587951281831,21.81075230279012,19.81075230279012,0.0,1.4,7.557849539441976,443.6835648491711,40.0,1.0
94.61926476034382,62.83682775443307,35.108781497044625,0.0,-0.7891218502955378,4.551048326329919,-3.6673655508866134,19.60543907485223,17.60543907485223,0.0,1.4,7.961926476034382,449.4560925147769,40.0,1.0
73.50979706555569,45.35574327634919,19.28851344730162,0.0,-3.145371393190599,3.4431420541110236,-8.567499755016005,22.59439168663503,20.59439168663503,0.0,1.413445965809513,10.12016894871427,213.55743276349187,32.88513447301623,1.0
54.38628518782866,37.231771112697196,18.974247654144754,0.0,-0.06394671580265854,4.16438086463811,-3.507725703756573,19.67167241955923,17.67167241955923,0.0,1.5077257037565732,9.238628518782866,200.51504691710488,10.25752345855244,1.0
68.65099672692685,46.0,18.62820589153166,0.0,1.2720797381541484,6.460398690770742,-3.6394584943863535,18.59301993453854,16.59301993453854,0.0,1.7720797381541484,10.518518298001965,219.3019934538537,20.0,1.0
80.2343720630788,57.78124916087965,32.992189388020776,0.0,4.053125587384241,11.06796843532987,0.09531363281246641,14.446093351417836,12.446093351417836,0.0,1.2109375419560173,5.399218938802077,530.0,11.093754195601726,1.0
90.9911773990375,61.49558869951875,26.504411300481255,2.542500789181866,0.7800729955534436,6.067204071876895,-2.5261028251203137,18.266839094109677,16.266839094109677,0.0,2.2216915246390587,13.57441445720872,522.5220565024063,7.477943497593724,1.0
76.65637978620656,56.75896565320188,35.29232728029578,0.0,4.768724042758688,10.684612119950703,1.4753963681774693,13.96050868527089,11.96050868527089,0.0,1.2620517173399064,5.629232728029578,530.0,16.205171733990625,1.0
88.0,60.0,31.310619722566365,0.08276549306415917,0.5963936595243393,7.596194360663723,-4.017334156366148,18.231261271117255,16.231261271117255,0.0,1.4724447187887164,8.127854229502208,530.0,4.138274653207958,1.0
71.59166688166351,51.141668171644596,20.204166559168243,0.0,7.848750290245745,15.034583473081284,2.165000386994325,11.410416397920608,9.410416397920608,0.0,1.3387500322495272,7.403750419243852,460.0,44.08333118336486,1.0
72.50810734526861,53.66126176982093,19.872973163682847,0.0,8.129009415856745,15.007838276470553,2.6628832388746506,11.166756356266019,9.166756356266019,0.0,1.4,8.161891949104854,459.1531544245523,40.0,1.0
63.883833800638854,45.883833800638854,20.0,0.0,8.4,15.76378092567778,2.784054768580555,10.726082152870832,8.726082152870832,0.0,1.3420273842902775,7.388383380063885,471.5945231419445,40.0,1.0
71.09417785946478,47.65924501625345,20.45291107026761,0.0,7.177140110277451,14.711215608652106,1.2695201470366013,12.032277675669027,10.032277675669027,0.0,1.2641266789197168,6.433646825956318,460.0,49.058221405352214,1.0
92.15376681455086,67.43618834664682,32.74372197574856,0.3794977580598844,3.2819058266765895,5.65868609286815,-0.6539730967186128,17.500206282167746,15.500206282167746,0.0,1.5051255604850289,8.251255604850288,420.0,30.0,1.0
94.81818527685527,57.666653984864006,28.303024538574547,0.060604907714909784,7.930313867479848,15.430313867479848,3.330313867479848,10.669686132520152,8.669686132520152,0.0,1.569697546142545,8.987882822997815,420.0,30.6060490771491,1.0
86.08986053520192,54.94381396966198,28.685395343446007,0.0,3.496613992844158,10.653916321121155,-0.5550697323990375,14.96630693846664,12.96630693846664,0.0,1.3943813969661982,6.458418626215977,426.85395343446004,36.85395343446006,1.0
88.97503377787994,57.14979733272034,27.049932444240113,0.0,3.3801621338237258,10.402631733731777,-0.1298243550242973,14.912347999540257,12.912347999540257,0.0,2.2800270223039543,12.210121600367795,279.7503377787994,30.0,1.0
86.77135570276295,56.48569746986837,26.82856582328946,0.0,2.4028212690525264,9.128526586315658,-1.131465566289582,16.051469489986964,14.051469489986962,0.0,2.111422405618403,11.442829116447287,280.0,28.285658232894573,1.0
56.381999001466156,36.54642100007717,17.535789999228342,0.0,9.043231699822519,16.590715799984565,2.3647056993595235,10.549610300331812,8.549610300331814,0.0,1.5092842000154332,8.254642100007716,424.5357899992283,30.0,1.0
69.54872442802868,42.00359687083155,15.729234656817209,0.0,4.224558724736194,12.042250060531892,-2.9920535498100387,15.50215812249893,13.50215812249893,0.0,1.4635382671591395,7.572204091515411,424.54872442802866,30.0,1.0
63.62859891413271,39.742802171734574,16.42850271466822,0.0,10.94851233461467,18.008541194454015,3.879894180589058,9.07149728533178,7.07149728533178,0.0,1.462859891413271,7.8200096199464495,420.0,43.71401085867288,1.0
98.55106517433879,67.29404766248737,39.83276945328083,0.7281704278942054,4.648934825661217,8.6644235419786,1.4603821988835057,14.942086477825558,12.942086477825558,0.0,1.0359147860528974,4.644893482566121,559.1021303486775,119.10213034867756,1.0
72.2729065968927,48.08290352325524,26.72193568217016,0.0,2.7457751949592994,10.287742728680634,-1.140063703102351,15.476160487210858,13.476160487210858,0.0,1.3360967841085079,6.250257886046858,543.6096784108508,103.60967841085079,1.0
92.0,67.81414039140604,33.557578825781896,0.9535350978515088,-0.6026246262496571,6.776566628164266,-5.160806214316015,19.23979654796845,17.23979654796845,0.0,1.1092929804296983,5.769697353222737,419.07070195703017,40.92929804296982,1.0
84.94707488097602,74.57938767853597,58.224234598169964,0.17632312797559954,4.001253412207404,6.5208911845368105,1.6236768720244006,15.927715971719394,13.927715971719394,0.0,0.9473537440488009,5.084122464292806,382.36768720244004,51.183843601220026,1.0
87.32400163575367,71.01399754636948,53.767496932961855,0.11689995910615805,4.506350347597657,7.828200899664523,1.6831000408938421,15.244349529720818,13.244349529720818,0.0,1.066200081787684,5.797200490726103,388.3100040893842,54.1550020446921,1.0
74.15520122702932,52.82553683437993,28.994496588974073,0.0,6.194221418422776,13.077875784065954,2.4615301497091338,12.271986630658397,10.172261801209693,0.0,1.2166208049081173,6.116895975459414,490.0,73.32416098162345,1.0
85.36133584514549,67.0,45.42577610323634,0.0,7.511140172372034,12.268953907595312,4.41035748127821,11.660344305563239,9.44589087175742,0.0,1.0429689558705464,6.278319849291271,483.57422389676367,83.57422389676366,1.0
93.42884338152545,66.60721084538136,39.707020478313545,0.01571156618474543,15.435218922127993,21.656661091204267,10.653055668513584,3.8490695116872615,1.296204210241498,0.0,1.2764326507228818,5.566451687429664,490.0,89.21442169076273,1.0
80.1887055348098,63.29717638370245,45.66508250933559,0.148112944651902,4.7769079555218905,10.33634323226238,0.9877550404111552,14.374979099826207,12.219317933781914,0.0,1.077830583022147,4.441039970458833,490.0,82.5943527674049,1.0
96.81018311746531,69.37963376506939,46.47454220633673,0.17083519428122318,1.9861098704791846,8.301384546677145,-1.9620366234930615,16.880326038407958,14.880326038407958,0.0,1.4,7.3,440.0,40.0,1.0
93.43550331658173,71.97041390284856,41.84142053601201,0.0,1.2682841072024025,8.284142053601201,-2.6534910586266838,17.234674502512743,15.23467450251274,0.0,1.4,7.3,440.0,40.0,1.0
96.29735979414177,69.70264020585823,43.892079382425315,0.9836962882015203,3.7160724734739263,9.68369628820152,-0.10287144418278205,15.224455567697719,13.224455567697719,0.0,1.4,7.3,440.0,40.0,1.0
27.798331298530265,20.598748473897697,12.199582824632566,0.0,11.534932505575165,19.988363179827566,8.148238027217337,5.978373016067007,3.9783730160670063,0.0,1.5,6.200208587683717,790.0,30.0,1.0
29.307946539265316,21.846357231412256,13.846357231412254,0.0,10.799834749477544,18.99980169937305,7.284437422514278,6.907880439056335,4.907880439056335,0.0,1.4769205346073468,6.600033050104491,785.3841069214693,27.692053460734684,1.0
71.8313444645233,48.39777241297135,23.1567223226165,0.0,12.621718366463444,18.82895782195126,7.522911687749465,6.8698488567627205,4.8698488567627205,0.0,1.3831344464523299,6.495147187084226,289.1567223226165,30.8432776773835,1.0
58.29002464757497,34.081572461164484,20.163144922328964,0.0,7.073110581845125,11.163744495825911,3.751056523301311,12.573415215048033,10.573415215048033,0.0,1.2616314492232896,9.7,286.16314492232897,40.0,1.0
65.3205656425999,32.231430094052655,16.462860188105317,0.0,8.590227322876821,13.346912489017864,4.861141943568405,10.908287084647393,8.908287084647393,0.0,1.224628601881053,9.7,282.4628601881053,40.0,1.0
71.38135954229601,44.12291565181212,20.906797711480067,0.0,11.879243244788421,17.83899099305123,7.050427519410814,7.589824732326379,5.589824732326379,0.0,1.3381359542296012,7.282620800981977,286.90679771148007,33.09320228851993,1.0
83.22578864030649,52.354869879463656,21.32263407908055,0.0,4.646769518080452,10.719355283992337,-0.0903292598850689,14.735486987946366,12.735486987946366,0.0,1.319355283992338,9.050006901881238,355.9677641996169,30.0,1.0
91.00945419950769,50.52048409893333,15.025211198687174,0.0,2.639757950533336,8.543539630336412,-0.7577209295979472,16.157090649630767,14.157090649630767,0.0,1.4507878499589741,10.00882391954051,355.0157569991795,24.984243000820516,1.0
80.19050420009533,57.66661764983317,30.428487399714008,0.0,3.850007352525024,10.795237394997617,-1.228560924964251,15.266661764983319,13.266661764983319,0.0,1.3952373949976167,10.22617962246306,359.7618697498808,30.0,1.0
81.84891600333242,46.73381510963004,19.985621770742668,0.0,4.738128578407235,12.92374284318553,-0.8971243541485336,14.036690755481501,12.036690755481501,0.0,1.2,7.883453777407508,336.3309244518498,36.83453777407509,1.0
100.0,98.24911778066418,84.74735334199252,35.27367667099626,1.7382498864354514,4.40105866320299,-0.5378969987011215,18.099647112265668,16.099647112265668,0.0,1.4,7.3,440.0,40.0,1.0
100.0,98.19992656792313,82.99963283961566,33.839765017354026,1.900073432076868,3.820029372830747,-0.0399853135846264,18.15997797037694,16.15997797037694,0.0,1.4,7.3,440.0,40.0,1.0
87.49958280797544,54.0,27.769166585842374,0.0,-3.6961249636290687,-0.5075831959320385,-6.246166682831525,23.426874939381783,21.426874939381783,0.0,1.2884583292921188,8.449958280797544,280.0,11.154167070788123,1.0
75.24867664289901,53.62433832144951,27.377426154685146,0.0,-2.837389720241584,2.26208093691802,-6.399647104773069,22.112522055951683,20.112522055951683,0.0,1.1874779440483167,7.93862485353584,278.74779440483167,20.0,1.0
95.20055297784526,74.00276488922633,47.40110595569053,0.0802211911381066,0.519225831016627,3.140110595569053,-2.441769529104853,19.7008294667679,17.7008294667679,0.0,1.5598894044309468,15.276073857298607,300.0,7.994470221547335,1.0
97.78377299087222,67.48641093610554,33.48641093610554,0.7135091963488882,-0.8189448219066713,1.5594324771805508,-3.31622700912778,20.889208616430004,18.889208616430004,0.0,2.1,14.075699420081115,404.3245401825556,0.0,1.0
96.61757638122693,75.9121180938654,43.98575352202502,4.256059046932702,-0.43824236187730803,2.238242361877308,-3.1,20.430878819061345,18.430878819061345,0.0,1.6852729143680758,11.595485752779032,406.9121180938654,0.0,1.0
96.79392088989343,75.03039555053283,42.83951421569268,3.815197775266417,-0.42060791101065664,2.2206079110106565,-3.1,20.43969604449467,18.43969604449467,0.0,1.73817626696803,11.851185290345478,406.03039555053283,0.0,1.0
74.81008435301412,51.90386503517741,26.093780682163292,0.0,0.6097312106152235,7.881008435301412,-3.928369632914917,18.023680598806752,16.023680598806752,0.0,0.9475966258794353,8.442789877638306,440.0,378.56974694095766,1.0
71.592267003105,57.052372795032014,34.46010579192702,0.0,-0.5808612088511538,7.559226700310499,-5.086783878882203,18.763778589285852,16.763778589285852,0.0,1.0763093198758005,8.828927959627402,440.0,388.22319899068503,1.0
99.7759115328073,90.10364613122923,53.103646131229226,0.6207292262458448,-0.21372385406977168,8.129414218895342,-3.5585415475083106,17.72576808766612,15.725768087666118,0.0,1.4,7.3,440.0,40.0,1.0
98.74412615097643,86.87206307548821,50.89555847158248,0.28146123392592304,-1.0313324585252555,6.065014456659937,-4.416189226464651,19.225587384902354,17.225587384902354,0.0,1.4,7.3,440.0,40.0,1.0
98.95747875272446,90.60997167029927,77.21994334059855,4.581524080245615,-0.10278470388338712,5.3524929175748195,-2.8545439110361226,18.75102549673065,16.75102549673065,0.0,0.8347507082425182,4.6829915010897825,486.5249291757482,96.09971670299277,1.0
99.12921270764853,93.74157458470295,82.17696823087867,2.9646063538242644,0.6856733430309553,4.480897790707941,-1.5707872923514712,18.544944750821763,16.544944750821763,0.0,0.8870787292351472,4.8823031769121314,503.06180938527206,96.93819061472793,1.0
98.02019205626198,89.22826887876677,76.43634570127156,2.2913075515067063,3.342230990489462,6.4523270186204496,1.4381925792370664,16.074538280508623,14.074538280508623,0.0,0.8,4.110096028130988,482.0807682250479,102.0807682250479,1.0
95.31483973586684,57.95244503508617,17.30691390838121,1.9180100668611009,0.024350728849610537,5.363760529921933,-5.554468873295033,20.11188874122846,18.11188874122846,0.0,1.936239470078067,12.587538012378845,470.0,63.38617218323758,1.0
93.75674827720407,53.94592414138187,15.081068967434375,0.6270200011119371,-0.732436551072313,5.118917586417782,-7.3351448260525,21.11351896465453,19.11351896465453,0.0,2.1810824135822187,14.345955515726843,470.0,67.83786206513125,1.0
98.46974268238606,67.85763975534049,27.366566098750667,4.02490151156783,1.351240463079357,5.640922804715817,-1.2711801223297579,17.86512865880697,15.86512865880697,0.0,1.2612102927045576,7.514236024465951,463.8789707295442,46.93948536477212,1.0
91.72184295368221,68.8255972265246,37.61808868083985,0.0,0.00331057722093292,3.4481228635788144,-2.28631399549483,19.44150170913695,17.44150170913695,0.0,1.0655631409263557,6.927815704631778,311.0375427284237,70.0,1.0
85.00122098364187,63.369449249382626,39.89531520277773,0.0,1.05258659533951,5.341996017253096,-1.2684724624691315,17.973767751512337,15.973767751512337,0.0,1.2947047109567928,11.467984069012383,292.10590578086413,62.10590578086414,1.0
92.09185688193836,69.3405110584744,43.25403747039186,0.0,0.7913526411917445,4.707570700037094,-1.5670255529237205,18.458916523501046,16.458916523501046,0.0,1.1081090294226748,8.930282800148376,295.8378194115465,65.8378194115465,1.0
99.8318818716007,99.8318818716007,99.49564561480211,18.0,0.21245742764204195,1.2469519303614787,-0.6707307595180283,19.72029532099824,17.72029532099824,0.0,1.4,7.3,440.0,40.0,1.0
99.52504903473626,99.52504903473626,97.62524517368126,19.139882316632995,1.0799607722109985,2.454911737474747,-0.4374754826318741,19.015029420841753,17.015029420841753,0.0,1.4,7.3,440.0,40.0,1.0
99.83433243777091,98.2268847095976,90.23287933622309,11.90419623863784,3.795077210588246,5.221489545634662,2.1349319004334633,16.371789276965938,14.371789276965938,0.0,0.6055222520743028,6.223287933622309,340.0,198.34332437770914,1.0
99.05761654599772,99.0,98.59668417801593,10.338279710394534,4.276953381600911,5.759668417801594,0.7037097827959018,16.77119172700114,14.771191727001138,0.0,0.6942383454002277,3.7613263287936247,302.30466183990893,181.15233091995447,1.0
99.92517879480502,98.92517879480502,91.62589397402513,11.896680671167253,3.944892723116984,5.219713928311957,2.3850357589610054,16.24762515636352,14.247625156363519,0.0,0.6074821205194972,6.1231615407786,336.2589397402513,196.25893974025135,1.0
99.56154328474942,98.24617313899769,81.40784182723208,96.42805501315652,0.25309283967309204,2.7215558250979184,-1.1592158172767923,19.24690716032691,17.24690716032691,0.0,1.4,7.3,440.0,40.0,1.0
99.47011873891148,99.47011873891148,92.8804749556459,87.22145161735332,1.1701187389114738,3.1872493517140947,-0.2768931349796735,18.59482189163279,16.59482189163279,0.0,1.4,7.3,440.0,40.0,1.0
76.308619521967,55.720772813458424,34.73546898117114,0.0,-1.563259580718214,4.326453101882886,-3.848497353451958,19.810287317398902,17.810287317398902,0.0,0.8044088503138145,2.3543758205370438,659.7060766457457,80.0,1.0
94.84171629264281,39.490327354642915,19.15828370735719,0.0,1.0494196412785748,6.016989088178569,-6.469117070157129,20.234365082171422,18.234365082171422,0.0,1.0667956352714278,5.435525799614274,638.3397817635714,80.0,1.0
95.85568481387641,39.860787965308965,19.860787965308965,0.0,0.8313410888325848,5.848250659052811,-6.607944469966858,20.38556848138764,18.38556848138764,0.0,1.0771136962775283,5.771136962775283,641.1443151861235,82.28863037224717,1.0
35.10447376475052,24.087061470625436,14.078355323562892,0.0,6.211317991181307,11.51218860588756,4.175622788224878,12.20609430294378,10.20609430294378,0.0,1.2,5.323506597068867,389.82587705874914,50.087061470625436,1.0
37.17800011617023,25.555714368693025,15.400142931823721,0.0,4.970985648732512,10.348771367167164,2.8465284992370705,13.444571494954417,11.444571494954417,0.0,1.2311142873738603,5.626700017425534,391.55571436869303,48.444285631306975,1.0
61.243637874406005,32.414545958135335,20.378181062796997,0.0,8.65818383254134,14.669093301142842,1.8349116843969766,11.74799750723009,9.354178847001522,0.0,1.2792727020932333,8.49527187116993,667.9272702093233,72.07272979067668,1.0
63.78348564949855,33.26116188316618,19.108257175250724,0.0,12.044647532664738,18.690518945039376,6.194983698305851,7.557248678327387,4.359144889319511,0.0,1.2369419058416908,7.056024798617486,663.6941905841691,76.30580941583092,1.0
54.067916659432186,30.6817592576516,20.121172838434397,0.0,6.75832253056946,12.436351851530318,0.11744290174366079,13.73408796288258,11.73408796288258,0.0,1.25605864192172,8.804527777295478,667.802932096086,67.802932096086,1.0
99.93843755581203,77.06156244418797,53.95895837054135,0.07797909597143579,-0.6,2.5733229408518774,-2.0082083258917303,19.71846873325639,17.71846873325639,0.0,1.4,7.3,440.0,40.0,1.0
99.17338165449752,80.30647338200995,50.693526617990045,2.479855036507466,-1.4266183455024888,3.674603849153235,-4.066545863756222,20.195971007301495,18.195971007301495,0.0,1.4,7.3,440.0,40.0,1.0
68.02155271104364,44.172021494980164,28.0,0.0,0.9365595701003967,7.224725588694843,-1.7655957010039667,17.30215527110436,15.302155271104363,0.0,1.1268808597992066,3.1978447288956366,756.3440429899604,62.688085979920665,1.0
71.07393373161467,50.59805692554954,28.70739337316147,0.0,2.067199065716422,8.33665403584532,-0.33890994025779797,16.051127952206237,14.051127952206238,0.0,1.2353696686580733,3.9183270179226604,763.5369668658074,62.92606626838532,1.0
67.3272693208472,44.48760485416037,28.0,0.0,0.9302479029167927,7.306777262081695,-1.7024790291679266,17.232726932084717,15.23272693208472,0.0,1.1395041941664146,3.267273067915281,756.9752097083208,63.950419416641466,1.0
47.67985260290347,37.581345711489156,24.70447932575705,0.0,7.445821209722126,13.526119831439262,3.2532092265781998,11.65910413484859,9.65910413484859,0.0,1.2,2.8147760337121475,820.0,50.0,1.0
37.21150042502066,21.510346251927846,12.489653748072156,0.0,4.976780707112365,10.651034625192784,1.0767807071123652,14.136092333847426,12.136092333847426,0.0,1.2,3.5360923338474253,820.0,51.70115417309282,1.0
50.9647612790647,33.18590451162588,21.59295225581294,0.0,10.237180902325177,16.96418561104568,7.059295225581294,7.993347678488853,5.993347678488853,0.0,1.479647612790647,5.986299934301794,740.0,23.052858081402945,1.0
39.214426657119105,29.88401666069944,21.88401666069944,0.0,7.55711466857618,12.368713002506235,2.9713440057285374,12.341131329275619,10.341131329275619,0.0,1.3,3.789278667144045,763.3040999641967,42.23196667860112,1.0
33.076479955499316,26.076479955499313,18.076479955499313,0.0,8.524672160202474,13.678784186902885,6.424672160202473,9.99827182644732,7.998271826447321,0.0,1.3,4.214719933248969,742.2943986649794,50.0,1.0
35.079625390994906,23.039812695497453,9.986729101500849,0.0,4.325214707148387,7.627868886848217,1.8933645507504242,15.28938328120068,13.28938328120068,0.0,1.798672910150085,10.93848560564754,319.8672910150085,0.0,1.0
